InvoiceNo,SKU,Quantity,InvoiceDate,Country
563855,22663,20,31/08/2021,14709_France
563940,20719,10,03/09/2021,17416_France
563944,20719,10,03/09/2021,17581_France
564050,22663,10,03/09/2021,17160_France
564133,21263,12,04/09/2021,14364_France
564140,22637,4,04/09/2021,12621_France
564184,22795,2,04/09/2021,NA_France
564256,21232,8,05/09/2021,14796_France
564316,23345,12,05/09/2021,13985_France
564337,10125,20,05/09/2021,12649_France
564346,23345,12,05/09/2021,15727_France
564355,21380,6,05/09/2021,13507_France
564356,23242,12,05/09/2021,13969_France
564359,23240,5,05/09/2021,14056_France
564378,23240,6,06/09/2021,12417_France
564471,22081,10,06/09/2021,12583_France
564484,21263,4,06/09/2021,13634_France
564503,22141,6,06/09/2021,13971_France
564565,21098,12,07/09/2021,14911_France
564715,21259,1,09/09/2021,14472_France
564733,23240,1,09/09/2021,17841_France
564835,46776B,2,11/09/2021,NA_France
564837,20719,1,11/09/2021,NA_France
564974,23345,1,12/09/2021,NA_France
565091,22677,20,13/09/2021,16011_France
565114,22619,8,13/09/2021,13588_France
565204,84536B,16,13/09/2021,15829_France
565224,82486,2,13/09/2021,14713_France
565231,21672,1,14/09/2021,NA_France
565312,22795,1,14/09/2021,14527_France
565326,84559A,3,14/09/2021,16706_France
565326,22663,2,14/09/2021,16706_France
565421,22089,1,16/09/2021,16744_France
565430,22637,8,16/09/2021,14335_France
565443,23345,12,16/09/2021,12567_France
565475,22795,48,17/09/2021,14156_France
565596,22693,24,17/09/2021,16444_France
565610,22141,6,17/09/2021,14849_France
565726,23242,6,18/09/2021,14360_France
565737,22141,1,18/09/2021,16400_France
565737,23323,10,18/09/2021,16400_France
565747,22633,12,18/09/2021,14239_France
565766,22794,1,18/09/2021,17841_France
565781,23175,24,18/09/2021,13098_France
565920,20719,10,20/09/2021,15298_France
565995,22619,6,20/09/2021,16076_France
566063,21672,12,20/09/2021,16011_France
566163,22663,10,21/09/2021,12637_France
566219,23242,6,21/09/2021,17426_France
566227,82486,12,23/09/2021,14258_France
566244,22633,12,23/09/2021,15502_France
566290,37340,1,23/09/2021,14456_France
566290,20719,1,23/09/2021,14456_France
566393,23240,6,24/09/2021,13269_France
566408,22619,1,24/09/2021,16984_France
566420,22089,2,24/09/2021,16360_France
566482,21115,2,25/09/2021,16609_France
566520,22677,4,25/09/2021,17757_France
566560,22633,16,25/09/2021,17092_France
566581,23175,4,25/09/2021,16081_France
566583,82486,2,25/09/2021,15343_France
566599,22633,2,25/09/2021,15998_France
566648,82486,2,26/09/2021,14198_France
566709,20719,100,26/09/2021,16745_France
566737,20996,24,26/09/2021,13430_France
566772,23175,8,27/09/2021,13107_France
566816,23009,6,27/09/2021,12731_France
566819,22795,2,27/09/2021,17214_France
566869,23009,6,27/09/2021,13658_France
566869,22663,10,27/09/2021,13658_France
566923,22795,1,27/09/2021,15511_France
566950,21672,12,27/09/2021,17594_France
567062,23424,4,28/09/2021,16108_France
567095,20719,10,28/09/2021,17049_France
567111,23323,6,28/09/2021,17663_France
567126,84997A,3,28/09/2021,17238_France
567167,37340,12,30/09/2021,15547_France
567183,22795,1,30/09/2021,14769_France
567213,22141,1,01/10/2021,14684_France
567339,23242,6,01/10/2021,14146_France
567381,22637,744,02/10/2021,17450_France
567428,21259,2,02/10/2021,14911_France
567462,23242,1,02/10/2021,14446_France
567513,82486,12,02/10/2021,14401_France
567614,23323,6,03/10/2021,16103_France
567621,23323,4,03/10/2021,16016_France
567662,21577,2,03/10/2021,17758_France
567668,17084N,1,03/10/2021,NA_France
567678,21259,2,03/10/2021,15399_France
567742,46000M,4,04/10/2021,14261_France
567875,20996,24,04/10/2021,16348_France
567887,23240,6,04/10/2021,15237_France
567912,20996,24,04/10/2021,15555_France
567943,23424,2,04/10/2021,14702_France
568059,21259,1,05/10/2021,13097_France
568064,21232,12,05/10/2021,14880_France
568101,21259,4,05/10/2021,15978_France
568104,22089,1,05/10/2021,16485_France
568160,85034B,4,07/10/2021,17498_France
568168,20996,13,07/10/2021,15799_France
568172,23077,120,07/10/2021,12348_France
568193,22141,3,07/10/2021,17107_France
568196,46000M,14,07/10/2021,16705_France
568221,22141,6,08/10/2021,14911_France
568221,21672,12,08/10/2021,14911_France
568346,22677,1,08/10/2021,14096_France
568346,22619,8,08/10/2021,14096_France
568394,21340,1,09/10/2021,13314_France
568400,22141,6,09/10/2021,13644_France
568485,23435,200,09/10/2021,17511_France
568547,22633,6,09/10/2021,15568_France
568568,23435,20,10/10/2021,14412_France
568568,10125,20,10/10/2021,14412_France
568589,82486,2,10/10/2021,17405_France
568708,22619,8,10/10/2021,12393_France
568709,21232,2,10/10/2021,15036_France
568712,23424,1,10/10/2021,17841_France
568727,22795,6,10/10/2021,15796_France
568877,84997A,72,11/10/2021,14680_France
568882,22663,10,11/10/2021,12839_France
569000,21135,8,11/10/2021,17015_France
569137,37340,6,12/10/2021,NA_France
569140,23242,6,12/10/2021,14503_France
569147,23240,6,12/10/2021,12842_France
569222,23175,4,14/10/2021,15906_France
569223,10125,7,14/10/2021,16283_France
569224,22633,1,14/10/2021,15701_France
569231,22795,1,14/10/2021,13379_France
569241,22619,4,15/10/2021,14488_France
569250,22663,10,15/10/2021,16747_France
569327,23242,6,15/10/2021,15091_France
569332,23242,2,15/10/2021,12637_France
569360,22633,2,15/10/2021,14653_France
569364,82486,4,15/10/2021,13167_France
569372,21259,1,15/10/2021,NA_France
569414,21232,26,16/10/2021,NA_France
569467,23345,12,16/10/2021,14291_France
569471,21340,8,16/10/2021,15046_France
569474,23376,6,16/10/2021,14178_France
569514,23376,48,16/10/2021,15228_France
569568,22637,4,17/10/2021,12700_France
569577,23077,20,17/10/2021,12828_France
569669,23345,1,17/10/2021,14730_France
569670,23345,1,17/10/2021,14730_France
569690,23240,6,17/10/2021,15351_France
569700,23009,1,17/10/2021,NA_France
569701,23009,2,17/10/2021,12723_France
569715,23077,20,17/10/2021,15856_France
569767,22637,6,18/10/2021,14849_France
569868,84536B,16,18/10/2021,13018_France
569920,22619,4,18/10/2021,13348_France
569983,46000M,12,18/10/2021,17231_France
570036,22619,4,19/10/2021,16358_France
570049,23435,10,19/10/2021,17228_France
570087,21672,1,19/10/2021,NA_France
570179,23077,20,19/10/2021,17509_France
570189,20719,10,19/10/2021,12492_France
570211,22677,1,21/10/2021,13558_France
570245,22663,5,21/10/2021,14415_France
570249,22141,6,22/10/2021,17509_France
570258,22141,1,22/10/2021,NA_France
570342,22141,24,22/10/2021,17706_France
570348,22141,6,22/10/2021,16982_France
570446,20719,10,22/10/2021,12431_France
570448,23323,6,22/10/2021,13224_France
570452,23240,6,22/10/2021,12427_France
570458,21672,6,22/10/2021,14535_France
570459,21232,12,22/10/2021,15801_France
570492,21259,2,23/10/2021,14194_France
570500,23376,12,23/10/2021,15858_France
570597,82486,2,23/10/2021,16837_France
570597,23175,4,23/10/2021,16837_France
570640,23345,12,23/10/2021,12474_France
570657,22637,6,23/10/2021,14911_France
570677,23345,3,23/10/2021,12836_France
570833,46000M,8,24/10/2021,14834_France
570840,46000M,2,24/10/2021,13468_France
570862,46000M,12,24/10/2021,17528_France
570885,22633,12,25/10/2021,14211_France
570888,22081,10,25/10/2021,17509_France
570964,22619,4,25/10/2021,12766_France
571030,84536B,16,25/10/2021,12876_France
571032,23323,1,25/10/2021,13827_France
571034,23175,4,25/10/2021,12359_France
571038,21115,1,25/10/2021,15511_France
571049,23240,6,25/10/2021,16670_France
571062,85034B,3,25/10/2021,16773_France
571065,23240,6,25/10/2021,12613_France
571180,21380,6,26/10/2021,15498_France
571187,23240,6,26/10/2021,12380_France
571216,22633,2,26/10/2021,16081_France
571240,22637,4,26/10/2021,12562_France
571243,84997A,4,26/10/2021,14595_France
571255,82486,12,26/10/2021,12454_France
571265,22619,2,28/10/2021,16674_France
571270,85034B,3,28/10/2021,12940_France
571273,22619,8,28/10/2021,13034_France
571290,22633,12,28/10/2021,17183_France
571310,22141,6,29/10/2021,13394_France
571441,84673B,3,29/10/2021,14096_France
571476,84673B,3,29/10/2021,13546_France
571502,84536B,16,29/10/2021,14422_France
571544,22677,3,29/10/2021,17757_France
571658,20719,20,30/10/2021,12621_France
571670,22619,4,30/10/2021,12611_France
571671,21672,12,30/10/2021,16940_France
571677,22795,2,30/10/2021,13637_France
571682,22663,1,30/10/2021,14179_France
571715,22141,3,30/10/2021,17576_France
571746,22619,4,31/10/2021,17043_France
571846,23323,1,31/10/2021,17841_France
571883,22795,1,31/10/2021,14704_France
571899,21115,1,31/10/2021,16885_France
571937,46000M,12,01/11/2021,14911_France
571942,20996,24,01/11/2021,17434_France
572030,22641,6,01/11/2021,14923_France
572035,23424,24,01/11/2021,14646_France
572063,82486,1,01/11/2021,14606_France
572107,21340,1,01/11/2021,15836_France
572191,22633,1,02/11/2021,17377_France
572217,22677,1,02/11/2021,15311_France
572225,23077,20,02/11/2021,13157_France
572227,23345,2,02/11/2021,15051_France
572282,20719,2,04/11/2021,17634_France
572292,22633,2,04/11/2021,16017_France
572295,82486,1,04/11/2021,16686_France
572306,21232,4,04/11/2021,17841_France
572313,22141,4,04/11/2021,14731_France
572475,22081,3,05/11/2021,15271_France
572475,20719,1,05/11/2021,15271_France
572484,84997A,2,05/11/2021,17220_France
572549,23376,2,05/11/2021,NA_France
572652,23376,24,06/11/2021,15805_France
572662,23323,2,06/11/2021,15443_France
572718,82486,2,06/11/2021,15656_France
572726,21115,1,06/11/2021,16056_France
572735,22633,12,06/11/2021,15630_France
572742,21232,12,06/11/2021,14341_France
572837,21672,12,07/11/2021,14754_France
572859,22141,1,07/11/2021,16418_France
572880,22633,3,07/11/2021,16415_France
572885,22663,4,07/11/2021,15311_France
572921,22633,2,07/11/2021,15993_France
572928,22637,6,08/11/2021,14623_France
572986,21577,6,08/11/2021,12681_France
573078,20719,10,08/11/2021,12839_France
573123,22637,4,08/11/2021,13654_France
573149,85034B,1,08/11/2021,16438_France
573248,23323,2,09/11/2021,14498_France
573264,22663,4,09/11/2021,14415_France
573266,22633,48,09/11/2021,15290_France
573269,23345,3,09/11/2021,16764_France
573314,22619,4,09/11/2021,16987_France
573323,82486,2,11/11/2021,15708_France
573323,21380,5,11/11/2021,15708_France
573390,82486,2,11/11/2021,17213_France
573393,23435,10,11/11/2021,14158_France
573393,22231,12,11/11/2021,14158_France
573397,22141,1,11/11/2021,15547_France
573397,22619,1,11/11/2021,15547_France
573485,23323,1,12/11/2021,15752_France
573548,23323,3,12/11/2021,13680_France
573551,22633,8,12/11/2021,15044_France
573584,46000M,12,12/11/2021,16705_France
573749,22795,6,13/11/2021,17389_France
573863,23323,12,13/11/2021,16825_France
573887,82486,2,13/11/2021,16173_France
573892,22619,4,13/11/2021,14911_France
573937,22633,12,14/11/2021,15830_France
574034,21263,2,14/11/2021,17841_France
574046,22795,1,14/11/2021,15743_France
574052,84559A,1,14/11/2021,16706_France
574062,22141,12,14/11/2021,17675_France
574067,22141,48,14/11/2021,14088_France
574093,22693,24,15/11/2021,12437_France
574097,23240,6,15/11/2021,12471_France
574170,23077,20,15/11/2021,16221_France
574247,82486,2,15/11/2021,13168_France
574298,22693,1,15/11/2021,NA_France
574312,23376,12,15/11/2021,17221_France
574338,23376,24,16/11/2021,14150_France
574353,22633,3,16/11/2021,14659_France
574506,84673B,1,16/11/2021,12577_France
574667,23242,6,18/11/2021,15514_France
574682,23240,1,18/11/2021,14963_France
574683,21577,2,18/11/2021,16372_France
574683,22619,2,18/11/2021,16372_France
574700,20996,4,18/11/2021,16033_France
574700,23376,12,18/11/2021,16033_France
574711,22141,6,18/11/2021,14517_France
574713,23077,40,18/11/2021,12628_France
574714,23242,2,18/11/2021,15427_France
574722,85034B,2,18/11/2021,14502_France
574743,23323,7,18/11/2021,15351_France
574750,22141,6,19/11/2021,17164_France
574840,22633,2,19/11/2021,12748_France
574846,23240,12,19/11/2021,14702_France
574870,21098,3,19/11/2021,17811_France
574871,22795,1,19/11/2021,14527_France
574945,22633,12,20/11/2021,15434_France
575039,82486,2,20/11/2021,15005_France
575066,23323,4,20/11/2021,13668_France
575087,22633,1,20/11/2021,16549_France
575117,16054,4,20/11/2021,12748_France
575128,22794,2,20/11/2021,16837_France
575131,22637,4,20/11/2021,15208_France
575139,23077,40,20/11/2021,16863_France
575303,23242,2,21/11/2021,12893_France
575317,22619,80,21/11/2021,17402_France
575323,22633,12,21/11/2021,15392_France
575325,22633,6,21/11/2021,17293_France
575333,23376,72,21/11/2021,13209_France
575383,21135,8,21/11/2021,15986_France
575507,22619,4,22/11/2021,17197_France
575512,22619,4,22/11/2021,14121_France
575516,23376,24,22/11/2021,17340_France
575587,15030,10,22/11/2021,17461_France
575643,82486,4,22/11/2021,13267_France
575649,46000M,1,22/11/2021,NA_France
575706,22633,3,22/11/2021,14713_France
575725,23345,12,22/11/2021,13098_France
575840,22637,2,23/11/2021,13137_France
575855,21672,2,23/11/2021,14527_France
575914,82486,2,23/11/2021,17071_France
575972,23323,2,25/11/2021,14499_France
576066,23077,20,25/11/2021,16898_France
576068,22141,12,25/11/2021,14788_France
576076,16054,108,25/11/2021,14382_France
576182,23323,6,26/11/2021,12938_France
576201,21115,2,26/11/2021,14606_France
576249,21098,1,26/11/2021,17811_France
576249,21098,4,26/11/2021,17811_France
576255,21098,1,26/11/2021,15993_France
576300,23424,1,26/11/2021,15058_France
576303,82486,1,26/11/2021,15532_France
576326,22141,6,26/11/2021,16504_France
576339,84673B,3,26/11/2021,14096_France
576599,22633,24,27/11/2021,14544_France
576626,23240,2,27/11/2021,12890_France
576650,22089,6,28/11/2021,14286_France
576665,46000R,2,28/11/2021,17841_France
576672,10125,60,28/11/2021,12731_France
576770,46000M,2,28/11/2021,13926_France
576778,82486,2,28/11/2021,16085_France
576779,82486,2,28/11/2021,14554_France
576780,23323,19,28/11/2021,13258_France
576840,22141,3,28/11/2021,NA_France
576844,46000M,8,28/11/2021,16713_France
576860,22637,1,28/11/2021,17602_France
576864,23323,4,28/11/2021,12748_France
576899,23175,4,29/11/2021,14911_France
576911,22141,3,29/11/2021,17461_France
576924,22693,24,29/11/2021,17419_France
576931,20719,10,29/11/2021,13028_France
576941,23240,6,29/11/2021,12562_France
577009,23424,4,29/11/2021,12749_France
577016,22637,4,29/11/2021,17095_France
577034,23077,20,29/11/2021,12847_France
577039,22619,4,29/11/2021,12539_France
577046,23242,6,29/11/2021,12449_France
577057,21098,1,29/11/2021,12748_France
577082,22141,6,29/11/2021,15811_France
577106,22619,1,29/11/2021,14456_France
577126,84997A,24,29/11/2021,12406_France
577133,21340,1,30/11/2021,13962_France
577478,23323,6,02/12/2021,15963_France
577479,22794,2,02/12/2021,14911_France
577483,20996,3,02/12/2021,14502_France
577495,20719,1,02/12/2021,14704_France
577504,23376,12,02/12/2021,14159_France
577506,22141,3,02/12/2021,13212_France
577512,23175,6,02/12/2021,12523_France
577540,20996,5,02/12/2021,14984_France
577549,20996,24,02/12/2021,17841_France
577557,82486,2,02/12/2021,15426_France
577723,22633,2,03/12/2021,16713_France
577740,23424,2,03/12/2021,17625_France
577751,21340,4,03/12/2021,12904_France
577774,22260,1,03/12/2021,16712_France
578026,23240,6,04/12/2021,17659_France
578032,82486,2,04/12/2021,16633_France
578041,23323,5,04/12/2021,17338_France
578086,21380,6,04/12/2021,17519_France
578088,23077,20,04/12/2021,16376_France
578121,84536B,16,05/12/2021,14547_France
578121,22633,12,05/12/2021,14547_France
578125,23697,72,05/12/2021,17511_France
578155,85034B,2,05/12/2021,12748_France
578220,21259,2,05/12/2021,16525_France
578233,21098,2,05/12/2021,14049_France
578233,23077,20,05/12/2021,14049_France
578233,22633,1,05/12/2021,14049_France
578254,22141,4,05/12/2021,17809_France
578270,21115,1,05/12/2021,14096_France
578275,16054,36,05/12/2021,15916_France
578290,20932,12,05/12/2021,13644_France
578323,22795,2,05/12/2021,15743_France
578326,23424,2,05/12/2021,16343_France
578344,21098,3,06/12/2021,NA_France
578445,22663,1,06/12/2021,15005_France
578463,23240,6,06/12/2021,12757_France
578520,22141,2,06/12/2021,14591_France
578531,85135A,1,06/12/2021,17364_France
578541,21259,1,06/12/2021,14277_France
578548,22795,1,06/12/2021,17345_France
578702,20719,10,07/12/2021,15382_France
578703,20932,2,07/12/2021,17385_France
578790,21098,2,07/12/2021,14966_France
578844,84559A,1,07/12/2021,NA_France
578945,23323,3,09/12/2021,16877_France
578947,22633,6,09/12/2021,14547_France
578950,22663,1,09/12/2021,17885_France
578998,22633,1,09/12/2021,15436_France
579102,23424,4,10/12/2021,14911_France
579131,23077,20,10/12/2021,12839_France
579132,22633,1,10/12/2021,15022_France
579136,22619,4,10/12/2021,16094_France
579171,82486,2,10/12/2021,13030_France
579175,82486,2,10/12/2021,14562_France
579196,84673B,6,10/12/2021,14096_France
579196,84926F,3,10/12/2021,14096_France
579196,20719,2,10/12/2021,14096_France
579261,20719,10,11/12/2021,13429_France
579270,22141,6,11/12/2021,15783_France
579291,20719,44,11/12/2021,NA_France
579406,21259,8,11/12/2021,13014_France
579491,22633,3,11/12/2021,14723_France
579508,22663,1,11/12/2021,NA_France
579539,23697,12,12/12/2021,14911_France
579545,23345,12,12/12/2021,13098_France
579571,16054,36,12/12/2021,16657_France
579629,23240,1,12/12/2021,14963_France
579741,22141,1,12/12/2021,16910_France
579741,23323,3,12/12/2021,16910_France
579784,82486,24,12/12/2021,14258_France
579986,21232,224,13/12/2021,13777_France
580027,22633,9,13/12/2021,14178_France
580107,22141,6,13/12/2021,15948_France
580115,23242,1,13/12/2021,NA_France
580151,22619,3,14/12/2021,17811_France
580178,22677,20,14/12/2021,16013_France
580262,23077,20,14/12/2021,16759_France
580305,22141,1,14/12/2021,12970_France
580309,23242,6,14/12/2021,14503_France
580396,85034B,1,16/12/2021,13838_France
580403,82486,8,16/12/2021,17858_France
580519,21672,2,16/12/2021,NA_France
580523,21259,1,16/12/2021,17827_France
580541,22932,6,17/12/2021,15358_France
580611,21098,3,17/12/2021,12748_France
580611,23077,20,17/12/2021,12748_France
580612,21115,1,17/12/2021,NA_France
580644,22633,10,17/12/2021,16904_France
580647,85135C,1,17/12/2021,14083_France
580657,22633,12,17/12/2021,14696_France
580667,23242,2,17/12/2021,15031_France
580672,23077,20,17/12/2021,17920_France
580695,22141,1,17/12/2021,13230_France
580695,21263,2,17/12/2021,13230_France
580720,37340,2,17/12/2021,14629_France
580727,84536B,2,17/12/2021,14096_France
580727,84926F,2,17/12/2021,14096_France
580730,17038,2,17/12/2021,NA_France
580730,23240,1,17/12/2021,NA_France
580730,22619,2,17/12/2021,NA_France
580908,84086B,1,18/12/2021,16495_France
580958,23345,2,18/12/2021,17266_France
580982,22141,5,18/12/2021,17861_France
580983,23376,1,18/12/2021,NA_France
581006,22932,6,19/12/2021,14911_France
581095,85034B,4,19/12/2021,17238_France
581104,23077,20,19/12/2021,13668_France
581129,21672,12,19/12/2021,15498_France
581133,20932,12,19/12/2021,14904_France
581134,23435,3,19/12/2021,16368_France
581146,22633,2,19/12/2021,17602_France
